sequence_id,mpnn_score,species,lambda_ANC,lambda_HUM,lambda_MOU,x,y
MOU_L20_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L20_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L20_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L20_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L20_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L20_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L20_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L20_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L20_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L20_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L20_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L20_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L20_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_WT_2I3Y_A_template,1.5952,MOU,0.38238,0.31381,0.30382,0.495,0.33115
MOU_WT_2I3Y_A_s1,0.8022,MOU,0.37884,0.29684,0.32432,0.51374,0.32808
MOU_WT_2I3Y_A_s2,0.8176,MOU,0.37281,0.30117,0.32602,0.51243,0.32287
MOU_WT_2R37_A_template,1.4921,MOU,0.37408,0.31611,0.30982,0.49686,0.32396
MOU_WT_2R37_A_s1,0.8122,MOU,0.36436,0.30972,0.32593,0.5081,0.31554
MOU_WT_2R37_A_s2,0.8203,MOU,0.36915,0.30231,0.32854,0.51311,0.31969
MOU_WT_7FC2_A_template,1.5488,MOU,0.33521,0.28427,0.38052,0.54813,0.2903
MOU_WT_7FC2_A_s1,0.8241,MOU,0.36485,0.29218,0.34297,0.52539,0.31597
MOU_WT_7FC2_A_s2,0.7924,MOU,0.37169,0.28989,0.33842,0.52426,0.32189
